Node	EASI304.unmapped.rma6	EASI306.unmapped.rma6	EASI307.unmapped.rma6	EASI308.unmapped.rma6	EASI230.unmapped.rma6	EASI231.unmapped.rma6	EASI232.unmapped.rma6	EASI233.unmapped.rma6	EASI234.unmapped.rma6	EASI235.unmapped.rma6	EASI236.unmapped.rma6	EASI237.unmapped.rma6	EASI238.unmapped.rma6	EASI239.unmapped.rma6	EASI240.unmapped.rma6	EASI241.unmapped.rma6	EASI242.unmapped.rma6	EASI243.unmapped.rma6	EASI244.unmapped.rma6	EASI245.unmapped.rma6	EASI246.unmapped.rma6	EASI247.unmapped.rma6	EASI248.unmapped.rma6	EASI249.unmapped.rma6	EASI250.unmapped.rma6	EASI251.unmapped.rma6	EASI252.unmapped.rma6	EASI253.unmapped.rma6	EASI254.unmapped.rma6	EASI255.unmapped.rma6	EASI256.unmapped.rma6	EASI257.unmapped.rma6	EASI258.unmapped.rma6	EASI259.unmapped.rma6	EASI260.unmapped.rma6	EASI261.unmapped.rma6	EASI262.unmapped.rma6	EASI263.unmapped.rma6	EASI264.unmapped.rma6	EASI265.unmapped.rma6	EASI266.unmapped.rma6	EASI267.unmapped.rma6	EASI268.unmapped.rma6	EASI269.unmapped.rma6	EASI270.unmapped.rma6	EASI271.unmapped.rma6	EASI272.unmapped.rma6	EASI273.unmapped.rma6	EASI274.unmapped.rma6	EASI275.unmapped.rma6	EASI276.unmapped.rma6	EASI277.unmapped.rma6	EASI278.unmapped.rma6	EASI279.unmapped.rma6	EASI280.unmapped.rma6	EASI281.unmapped.rma6	EASI282.unmapped.rma6	EASI283.unmapped.rma6	EASI284.unmapped.rma6	EASI285.unmapped.rma6	EASI286.unmapped.rma6	EASI287.unmapped.rma6	EASI288.unmapped.rma6	EASI290.unmapped.rma6	EASI291.unmapped.rma6	EASI292.unmapped.rma6	EASI293.unmapped.rma6	EASI294.unmapped.rma6	EASI295.unmapped.rma6	EASI296.unmapped.rma6	EASI297.unmapped.rma6	EASI298.unmapped.rma6	EASI299.unmapped.rma6	EASI300.unmapped.rma6	EASI301.unmapped.rma6	EASI302.unmapped.rma6
Hepatitis_B_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis_E_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis_delta_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_adenovirus_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_alphaherpesvirus_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_alphaherpesvirus_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_alphaherpesvirus_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_gammaherpesvirus_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_herpesvirus_4_type_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human_mastadenovirus_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JC_polyomavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_aerogenes	2	1	1	6	7	6	2	2	4	4	2	10	3	8	7	11	4	3	3	15	3	4	8	5	3	6	3	7	5	4	4	10	4	2	5	3	2	2	1	4	8	5	4	2	4	2	1	1	6	4	2	1	3	6	6	4	2	8	9	10	8	5	3	0	1	11	2	1	6	2	2	10	7	3	1	4
Klebsiella_aerogenes_EA1509E	3	2	3	0	2	0	0	1	2	1	0	1	1	4	1	4	2	4	1	4	1	1	4	0	0	1	1	4	0	0	3	1	5	4	1	2	1	2	0	0	2	0	0	2	0	1	2	2	0	2	0	0	0	0	3	2	1	1	5	2	1	3	2	0	2	2	1	2	1	0	1	2	1	1	1	1
Klebsiella_michiganensis	2	2	2	3	3	2	0	6	3	5	3	6	4	4	6	13	3	7	1	14	1	4	6	3	1	7	4	11	6	3	8	2	0	8	3	7	4	5	2	5	7	5	6	7	1	5	6	5	0	9	5	1	0	4	2	2	4	11	7	6	3	6	1	1	1	6	3	4	4	4	4	2	3	3	4	2
Klebsiella_michiganensis_KCTC_1686	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	4	1	1	0	0	0	0	2	1	2	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Klebsiella_oxytoca	2	2	1	3	2	2	3	1	1	0	2	8	2	2	5	12	2	9	1	10	5	3	15	1	1	4	7	2	3	9	6	8	4	11	4	5	7	3	3	3	8	2	9	5	5	7	1	2	8	7	3	4	5	5	6	4	4	4	9	10	6	7	3	0	3	17	1	1	3	4	2	7	3	3	4	5
Klebsiella_pneumoniae	9	3	6	5	4	4	3	3	7	1	2	16	7	7	3	17	10	9	6	39	6	6	11	4	5	7	8	4	4	13	10	10	10	27	5	8	4	6	11	5	5	6	5	8	3	3	10	5	7	11	2	1	6	3	5	6	10	10	18	16	6	9	2	2	5	8	7	1	4	5	3	11	4	7	2	7
Klebsiella_pneumoniae_subsp._pneumoniae	0	1	0	0	2	0	3	4	3	0	2	6	3	0	0	3	1	1	0	8	3	2	3	1	2	2	1	2	1	4	3	6	0	0	2	3	1	1	1	0	2	5	4	1	1	1	3	4	2	2	0	0	0	0	3	1	0	2	1	4	1	3	2	2	1	0	4	1	0	1	1	1	1	0	1	1
Klebsiella_pneumoniae_subsp._pneumoniae_KPNIH27	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Klebsiella_pneumoniae_subsp._pneumoniae_PittNDM01	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_subsp._rhinoscleromatis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Legionella_anisa	0	2	0	4	0	0	0	0	1	0	1	0	1	1	1	1	0	3	3	5	1	1	19	1	1	2	4	1	1	1	1	0	3	1	0	4	0	0	0	1	6	1	0	2	0	2	1	2	11	0	0	0	0	4	1	1	13	0	0	1	0	0	2	3	4	7	0	1	0	1	0	0	2	3	1	4
Legionella_lansingensis	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0	6	1	3	0	0	22	0	1	0	2	0	3	1	2	0	0	1	1	1	0	0	1	5	3	3	0	1	2	0	0	1	3	1	0	0	0	0	1	2	3	0	1	0	0	0	0	0	3	3	0	0	1	0	0	0	1	1	0	0
Legionella_pneumophila	0	1	2	1	1	1	1	1	2	0	1	3	2	1	5	5	2	2	1	8	4	2	37	0	1	0	6	5	1	1	4	0	2	1	0	1	0	4	1	1	1	2	2	0	0	4	2	1	4	1	1	2	3	0	11	1	6	3	2	1	4	2	0	0	9	11	2	1	0	3	1	4	0	5	3	4
Legionella_pneumophila_str._Corby	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Legionella_pneumophila_subsp._fraseri	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	4	1	1	1	0	2	1	15	0	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	1	2	0	0	1	1	1	0	0	0	0	0	0	1	0	3	0	1	0	0	0	1	9	2	3	1	0	0	0	0	2	0	3	0	1
Legionella_pneumophila_subsp._pneumophila	0	2	0	1	0	0	0	0	1	0	0	0	2	2	0	4	0	0	1	2	2	2	38	0	0	1	0	0	1	1	0	0	0	1	0	2	1	1	2	0	1	2	0	2	1	0	2	2	1	0	0	0	0	0	3	0	1	1	1	1	0	1	1	0	2	4	0	2	0	2	0	1	0	2	0	1
Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	8	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Leptospira_alexanderi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_alstonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_biflexa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_biflexa_serovar_Patoc	0	2	1	3	0	1	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	4	1	0	1	3	0	0	0	2	0	2	10	0	0	2	0	1	1	1	2	0	1	0	1	4	0	2	4	0	1	1	2	2	2	1	0	0	1	0	0	0	0	3	1	1	0	0	0	0	0	1	0	31	0
Leptospira_borgpetersenii	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	2	1	0	3	0	0	0	0	1	1	1	1	0	3	0	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	0	0	1
Leptospira_broomii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_fainei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_inadai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_interrogans	0	0	1	2	0	9	1	3	2	1	3	0	1	2	4	0	2	1	1	1	0	1	11	1	0	1	1	1	1	0	0	0	1	1	0	2	2	2	0	4	3	0	1	2	0	3	1	1	4	1	2	1	3	2	2	1	1	4	0	2	1	2	0	2	5	0	1	0	1	2	1	0	0	0	0	1
Leptospira_interrogans_serovar_Manilae	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_kirschneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_kmetyi	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	3	1	0	1	1	6	1	3	2	2	5	2	1	0	1	2	1	3	0	3	1	1	0	0	1	1	1	1	2	3	0	1	0	1	1	0	3	1	0	1	4	1	0	1	1	0	0	0	0	2	1	1	2	1	1
Leptospira_licerasiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira_noguchii	0	0	0	1	0	0	0	0	2	1	0	1	0	3	0	0	1	3	1	2	3	0	1	0	2	0	1	1	1	0	0	1	0	0	2	2	0	1	2	1	1	0	0	1	0	2	0	2	0	1	0	2	1	1	4	2	0	0	1	2	0	0	2	0	8	3	1	1	0	2	0	1	1	0	1	1
Leptospira_santarosai	1	1	0	5	0	1	0	0	2	3	1	0	0	1	1	1	2	3	0	0	1	0	3	0	0	0	0	2	2	2	0	1	1	4	0	3	2	4	2	4	3	0	0	2	2	1	5	1	0	0	2	3	2	2	1	3	0	1	1	0	0	3	4	0	3	1	1	0	0	3	1	2	0	0	1	3
Leptospira_santarosai_serovar_Shermani_str._LT_821	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	1	1	2	3	0	2	2	2	2	2	1	0	0	0	0	0	1	1	1	0	1	0	2	0	0	0	1	1	1	2	0	0	1	1	2	0	2	1	1	2	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Leptospira_weilii	0	0	0	4	7	10	4	4	1	1	5	2	2	0	1	4	0	0	0	0	0	2	5	0	2	3	2	2	3	3	5	4	1	1	4	3	4	3	3	4	5	3	1	2	0	4	3	0	2	0	3	5	7	5	4	5	1	0	0	1	1	2	3	1	2	0	1	1	1	3	1	3	0	0	0	4
Leptospira_wolffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria_monocytogenes	0	2	0	2	3	2	0	3	1	1	6	2	0	1	0	10	0	1	1	14	1	0	2	2	0	1	0	2	0	1	77	1	7	3	0	1	1	0	0	1	1	0	2	1	3	1	2	0	4	1	0	4	2	0	1	0	0	8	1	2	0	2	0	5	9	6	0	0	1	1	0	0	0	0	1	1
Listeria_monocytogenes_HCC23	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	8	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Lumpy_skin_disease_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lymphocryptovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mannheimia_haemolytica	1	0	0	0	2	9	0	6	0	146	47	9	141	0	1	176	1	0	1	6	0	0	10	2	0	1	4	0	1	1	2	1	6	1	0	1	0	0	1	0	0	0	0	2	0	0	5	105	0	0	0	0	2	0	0	0	0	451	2	254	1	1	0	0	0	4	0	0	1	0	0	0	1	0	0	0
Measles_morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moraxella_catarrhalis	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	45	0	4	43	3	0	0	12	0	0	0	0	1	1	0	17	0	2	0	0	1	1	0	0	1	0	0	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2
Moraxella_catarrhalis_BBH18	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	41	1	1	47	4	0	0	4	0	0	0	0	0	0	1	14	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	4	1	0	0	0	0	1	0	2	0	0	0
Morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_avium	62	21	38	15	46	91	41	70	131	59	91	71	34	87	58	32	28	22	7	29	19	22	31	25	17	16	15	22	28	15	31	42	25	49	77	10	21	45	39	18	13	64	30	19	16	52	40	43	17	69	29	9	45	24	24	30	37	24	18	16	19	12	24	0	15	22	37	61	37	52	74	40	232	56	23	115
Mycobacterium_avium_subsp._avium	17	3	6	2	2	7	5	5	16	3	15	11	4	7	20	6	5	5	1	6	5	5	3	3	1	3	3	3	5	3	0	3	7	10	8	3	3	6	4	5	4	6	5	5	2	4	8	9	8	9	5	2	6	3	4	6	3	5	3	4	6	0	7	0	3	3	9	10	8	5	5	8	25	11	13	17
Mycobacterium_avium_subsp._hominissuis	35	16	20	10	23	49	31	40	59	24	50	45	12	38	24	10	20	16	5	15	3	14	12	6	16	24	7	5	20	6	10	18	12	29	50	5	18	18	10	11	9	21	9	8	6	13	30	19	14	23	16	4	20	11	10	3	24	14	14	9	19	2	10	0	10	12	24	22	25	42	42	10	117	42	29	76
Mycobacterium_avium_subsp._paratuberculosis	9	8	3	3	2	12	11	14	18	7	10	9	7	10	6	5	6	3	0	4	2	3	5	4	2	3	2	2	2	2	5	1	5	7	6	5	3	4	11	0	3	9	3	7	3	7	3	4	4	6	6	1	6	4	4	1	6	5	3	5	4	0	4	0	5	5	10	8	3	18	11	5	33	9	6	14
Mycobacterium_canettii	7	2	2	2	5	6	7	10	6	8	13	14	5	8	5	0	3	5	1	4	5	1	6	1	1	1	1	1	2	0	5	7	2	8	7	2	0	2	4	1	2	0	0	2	1	6	0	2	1	8	2	1	2	0	1	1	3	4	1	0	1	1	2	0	1	0	6	2	3	5	2	1	26	0	4	19
Mycobacterium_colombiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_colombiense_CECT_3035	23	8	8	6	20	28	17	30	32	25	29	16	6	36	22	12	18	14	2	15	6	8	9	8	7	17	8	5	18	10	7	20	12	30	26	10	19	21	23	9	6	19	13	9	7	23	22	14	11	22	16	11	17	10	5	7	14	20	11	7	6	6	17	0	11	6	16	21	26	21	18	13	141	27	16	75
Mycobacterium_intracellulare	23	10	10	4	29	70	21	25	53	21	37	59	17	24	27	21	13	7	1	12	8	10	10	22	8	9	3	3	16	4	18	18	7	20	27	6	14	20	8	1	13	22	10	9	7	24	24	17	7	55	14	7	20	10	8	8	23	9	5	2	20	7	12	0	8	14	18	20	17	26	24	11	88	22	12	59
Mycobacterium_intracellulare_subsp._yongonense	16	6	6	4	14	24	12	14	16	14	29	26	12	12	14	9	13	5	1	15	5	6	9	5	4	4	3	3	5	4	11	13	7	11	15	8	5	9	8	5	8	15	7	8	7	6	9	17	9	14	8	5	11	8	6	10	10	13	2	2	4	5	12	0	4	1	15	20	7	16	10	6	78	22	8	39
Mycobacterium_kansasii	47	18	33	15	32	58	42	40	65	35	72	65	25	51	43	18	27	29	4	18	17	16	27	22	23	14	9	9	19	22	21	34	19	41	39	12	26	18	28	7	10	42	27	24	9	24	29	26	21	32	23	15	25	18	15	19	20	15	15	6	20	13	19	0	20	17	32	48	29	47	37	21	295	43	33	85
Mycobacterium_leprae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_leprae_Kyoto-2	5	6	2	3	1	8	1	4	4	4	2	1	1	2	1	0	5	2	1	0	2	0	0	0	1	1	1	1	0	2	1	1	3	1	1	1	1	0	0	0	0	4	5	4	1	2	3	0	6	4	0	1	2	1	5	1	2	1	4	2	1	0	1	0	1	0	8	5	2	5	5	4	18	9	6	5
Mycobacterium_marseillense	24	10	16	6	7	17	15	17	29	10	28	19	8	24	13	14	9	5	2	13	10	6	9	8	5	4	3	1	9	4	9	15	12	23	20	8	11	17	10	1	7	15	12	6	11	25	16	11	13	23	9	5	9	11	6	10	14	10	8	6	15	3	16	1	10	15	8	23	11	25	30	15	92	21	19	42
Mycobacterium_sp._JS623	71	36	23	37	25	30	35	30	61	27	39	35	20	23	28	13	68	18	15	27	12	75	109	25	50	53	16	22	165	15	94	241	17	44	79	10	27	86	40	14	16	91	20	10	19	207	38	42	29	75	25	20	50	22	30	26	55	24	16	13	47	12	29	1	39	24	27	91	22	332	32	67	191	188	31	1601
Mycobacterium_sp._YC-RL4	43	20	46	4	14	29	14	24	44	22	33	26	12	25	28	26	38	25	5	19	9	9	19	18	13	12	8	5	16	5	35	20	7	27	33	15	18	30	21	10	18	29	14	23	8	27	21	18	13	33	15	3	14	10	12	18	23	10	12	13	33	8	19	1	23	23	21	40	46	65	47	19	52	48	26	108
Mycobacterium_tuberculosis	16	6	7	1	15	31	13	13	27	13	25	20	7	21	15	8	6	9	1	3	5	6	6	5	3	6	3	4	13	2	8	11	5	14	8	5	6	9	7	4	6	10	1	1	2	19	4	13	7	15	4	3	9	6	5	7	8	4	6	4	7	8	3	0	7	5	3	8	7	16	2	5	83	7	9	34
